-0.0057025813,0.012178902,-0.017193453,0.02715854,-0.0020186082,0.026207041,0.038015734
-0.0057025813,0.012178902,-0.017193453,0.02715854,-0.0020186082,0.026207041,0.038015734
-0.0057025813,0.012178902,-0.017193453,0.02715854,-0.0020186082,0.026207041,0.038015734
-0.0056428164,0.012286546,-0.017171528,0.02727966,-0.0017829249,0.025914084,0.037842795
-0.005846508,0.012497133,-0.01742003,0.027142562,-0.0018023876,0.025857238,0.03808365
-0.005928414,0.012357026,-0.017487936,0.027086867,-0.0021363078,0.02593813,0.03822077
-0.0057604406,0.012314141,-0.01735066,0.027094176,-0.002240033,0.025745116,0.038263597
-0.005508093,0.01227637,-0.017165458,0.027164022,-0.0019249953,0.025488213,0.038067237
-0.0055485275,0.012267206,-0.016937843,0.027197331,-0.0018922985,0.025471542,0.03808029
-0.0055396156,0.012206526,-0.01672597,0.02720051,-0.002125226,0.025569692,0.03801296
-0.005549132,0.012211968,-0.016676718,0.027289042,-0.0020433916,0.02550697,0.037929423
-0.0055881534,0.012138935,-0.016933654,0.027100908,-0.0020004967,0.025723467,0.038031995
-0.0055615176,0.012283189,-0.016953459,0.027199462,-0.0022577923,0.025857095,0.03793354
-0.0055627795,0.012248896,-0.016956137,0.027361639,-0.0025056154,0.025884997,0.03780171
-0.0055486336,0.012420773,-0.017139722,0.027186118,-0.0025054598,0.025956692,0.038034253
-0.005433757,0.012278545,-0.016955586,0.027233277,-0.0024220627,0.02587707,0.03778351
-0.0055046156,0.012350993,-0.01702803,0.027126642,-0.0024093445,0.02587044,0.037881844
-0.005420197,0.012459033,-0.01707043,0.027071726,-0.0024004187,0.026063364,0.037890866
-0.005548998,0.0124444505,-0.017153727,0.027080549,-0.0023830365,0.0259638,0.037997432
-0.0055947583,0.012368434,-0.017242404,0.027078336,-0.0022689654,0.026036775,0.03810136
-0.005482643,0.012208612,-0.017018596,0.026898235,-0.0023668278,0.025987549,0.037799634
-0.005567395,0.01202636,-0.016913569,0.027057352,-0.0022492828,0.025860209,0.037837863
-0.005729424,0.012165162,-0.017365256,0.026814342,-0.0020150952,0.025870314,0.038249016
-0.0057678204,0.01219927,-0.017390927,0.026939226,-0.0018719472,0.026093138,0.038067795
-0.005152231,0.012250047,-0.017262144,0.026550474,-0.0020551141,0.02620948,0.038191408
-0.0053181937,0.012115445,-0.017262997,0.026917985,-0.0020347675,0.026127176,0.03812816
-0.0055622747,0.012192424,-0.017169002,0.026978455,-0.0019346578,0.026065065,0.037976354
-0.0053173574,0.012421807,-0.017215107,0.0267326,-0.0020630592,0.026155094,0.038034268
